['whole.n.02.whole', 'whole.n.02.unit']
['muffle.v.02.mute', 'muffle.v.02.dull']
['muffle.v.02.mute', 'muffle.v.02.damp']
['muffle.v.02.mute', 'muffle.v.02.dampen']
['muffle.v.02.dull', 'muffle.v.02.damp']
['muffle.v.02.dull', 'muffle.v.02.dampen']
['muffle.v.02.damp', 'muffle.v.02.dampen']
['season.v.01.season', 'season.v.01.flavor']
['season.v.01.season', 'season.v.01.flavour']
['season.v.01.flavor', 'season.v.01.flavour']
['zest.v.01.zest', 'zest.v.01.spice']
['spot.v.02.spot', 'spot.v.02.recognize']
['spot.v.02.spot', 'spot.v.02.recognise']
['spot.v.02.spot', 'spot.v.02.distinguish']
['spot.v.02.spot', 'spot.v.02.discern']
['spot.v.02.recognize', 'spot.v.02.recognise']
['spot.v.02.recognize', 'spot.v.02.distinguish']
['spot.v.02.recognize', 'spot.v.02.discern']
['spot.v.02.recognise', 'spot.v.02.distinguish']
['spot.v.02.recognise', 'spot.v.02.discern']
['spot.v.02.distinguish', 'spot.v.02.discern']
['savor.v.03.savor', 'savor.v.03.savour']
['savor.v.04.savor', 'savor.v.04.savour']
['taste.v.01.taste', 'taste.v.01.savor']
['taste.v.01.taste', 'taste.v.01.savour']
['taste.v.01.savor', 'taste.v.01.savour']
['smack.v.03.smack', 'smack.v.03.taste']
['smack.v.02.smack', 'smack.v.02.reek']
['smack.v.02.smack', 'smack.v.02.smell']
['smack.v.02.reek', 'smack.v.02.smell']
['disgust.v.01.disgust', 'disgust.v.01.revolt']
['disgust.v.01.disgust', 'disgust.v.01.repel']
['disgust.v.01.revolt', 'disgust.v.01.repel']
['sweeten.v.01.sweeten', 'sweeten.v.01.dulcify']
['sugarcoat.v.01.sugarcoat', 'sugarcoat.v.01.glaze']
['sugarcoat.v.01.sugarcoat', 'sugarcoat.v.01.candy']
['sugarcoat.v.01.glaze', 'sugarcoat.v.01.candy']
['sour.v.02.sour', 'sour.v.02.acidify']
['surveil.v.01.surveil', 'surveil.v.01.follow']
['surveil.v.01.surveil', 'surveil.v.01.survey']
['surveil.v.01.follow', 'surveil.v.01.survey']
['give.v.08.give', 'give.v.08.gift']
['give.v.08.give', 'give.v.08.present']
['give.v.08.gift', 'give.v.08.present']
['endow.v.02.endow', 'endow.v.02.dower']
['tip.v.03.tip', 'tip.v.03.fee']
['tip.v.03.tip', 'tip.v.03.bung']
['tip.v.03.fee', 'tip.v.03.bung']
['keep.v.20.keep', 'keep.v.20.maintain']
['have.v.01.have', 'have.v.01.hold']
['monopolize.v.02.monopolize', 'monopolize.v.02.monopolise']
['wield.v.01.wield', 'wield.v.01.exert']
['wield.v.01.wield', 'wield.v.01.maintain']
['wield.v.01.exert', 'wield.v.01.maintain']
['own.v.01.own', 'own.v.01.have']
['own.v.01.own', 'own.v.01.possess']
['own.v.01.have', 'own.v.01.possess']
['stumble.v.03.stumble', 'stumble.v.03.hit']
['buy.v.01.buy', 'buy.v.01.purchase']
['lease.v.04.lease', 'lease.v.04.rent']
['lease.v.04.lease', 'lease.v.04.hire']
['lease.v.04.lease', 'lease.v.04.charter']
['lease.v.04.lease', 'lease.v.04.engage']
['lease.v.04.lease', 'lease.v.04.take']
['lease.v.04.rent', 'lease.v.04.hire']
['lease.v.04.rent', 'lease.v.04.charter']
['lease.v.04.rent', 'lease.v.04.engage']
['lease.v.04.rent', 'lease.v.04.take']
['lease.v.04.hire', 'lease.v.04.charter']
['lease.v.04.hire', 'lease.v.04.engage']
['lease.v.04.hire', 'lease.v.04.take']
['lease.v.04.charter', 'lease.v.04.engage']
['lease.v.04.charter', 'lease.v.04.take']
['lease.v.04.engage', 'lease.v.04.take']
['lease.v.03.lease', 'lease.v.03.let']
['lease.v.03.lease', 'lease.v.03.rent']
['lease.v.03.let', 'lease.v.03.rent']
['sublet.v.01.sublet', 'sublet.v.01.sublease']
['subscribe.v.05.subscribe', 'subscribe.v.05.take']
['take.v.20.take', 'take.v.20.accept']
['receive.v.01.receive', 'receive.v.01.have']
['get.v.01.get', 'get.v.01.acquire']
['deny.v.04.deny', 'deny.v.04.refuse']
['immobilize.v.01.immobilize', 'immobilize.v.01.immobilise']
['withhold.v.02.withhold', 'withhold.v.02.deduct']
['withhold.v.02.withhold', 'withhold.v.02.recoup']
['withhold.v.02.deduct', 'withhold.v.02.recoup']
['subsidize.v.01.subsidize', 'subsidize.v.01.subsidise']
['subsidize.v.02.subsidize', 'subsidize.v.02.subsidise']
['computerize.v.02.computerize', 'computerize.v.02.computerise']
['sponsor.v.01.sponsor', 'sponsor.v.01.patronize']
['sponsor.v.01.sponsor', 'sponsor.v.01.patronise']
['sponsor.v.01.patronize', 'sponsor.v.01.patronise']
['alien.v.01.alien', 'alien.v.01.alienate']
['discard.v.01.discard', 'discard.v.01.fling']
['discard.v.01.discard', 'discard.v.01.toss']
['discard.v.01.discard', 'discard.v.01.dispose']
['discard.v.01.fling', 'discard.v.01.toss']
['discard.v.01.fling', 'discard.v.01.dispose']
['discard.v.01.toss', 'discard.v.01.dispose']
['trash.v.01.trash', 'trash.v.01.junk']
['trash.v.01.trash', 'trash.v.01.scrap']
['trash.v.01.junk', 'trash.v.01.scrap']
['dump.v.02.dump', 'dump.v.02.ditch']
['save.v.02.save', 'save.v.02.preserve']
['stint.v.02.stint', 'stint.v.02.skimp']
['stint.v.02.stint', 'stint.v.02.scant']
['stint.v.02.skimp', 'stint.v.02.scant']
['terrace.v.01.terrace', 'terrace.v.01.terrasse']
['reclaim.v.02.reclaim', 'reclaim.v.02.recover']
['chuck.v.02.chuck', 'chuck.v.02.ditch']
['foreswear.v.02.renounce', 'foreswear.v.02.quit']
['foreswear.v.02.renounce', 'foreswear.v.02.relinquish']
['foreswear.v.02.quit', 'foreswear.v.02.relinquish']
['maroon.v.01.maroon', 'maroon.v.01.strand']
['assign.v.02.assign', 'assign.v.02.allot']
['assign.v.02.assign', 'assign.v.02.portion']
['assign.v.02.allot', 'assign.v.02.portion']
['bequeath.v.01.bequeath', 'bequeath.v.01.will']
['bequeath.v.01.bequeath', 'bequeath.v.01.leave']
['bequeath.v.01.will', 'bequeath.v.01.leave']
['fall.v.21.fall', 'fall.v.21.return']
['fall.v.21.fall', 'fall.v.21.pass']
['fall.v.21.fall', 'fall.v.21.devolve']
['fall.v.21.return', 'fall.v.21.pass']
['fall.v.21.return', 'fall.v.21.devolve']
['fall.v.21.pass', 'fall.v.21.devolve']
['fall.v.20.fall', 'fall.v.20.light']
['accrue.v.02.accrue', 'accrue.v.02.fall']
['pass.v.05.pass', 'pass.v.05.hand']
['pass.v.05.pass', 'pass.v.05.reach']
['pass.v.05.pass', 'pass.v.05.give']
['pass.v.05.hand', 'pass.v.05.reach']
['pass.v.05.hand', 'pass.v.05.give']
['pass.v.05.reach', 'pass.v.05.give']
['slip.v.07.slip', 'slip.v.07.sneak']
['convey.v.03.convey', 'convey.v.03.transmit']
['convey.v.03.convey', 'convey.v.03.communicate']
['convey.v.03.transmit', 'convey.v.03.communicate']
['post.v.07.post', 'post.v.07.carry']
['allocate.v.01.allocate', 'allocate.v.01.apportion']
['reapportion.v.01.reapportion', 'reapportion.v.01.reallocate']
['surrender.v.02.surrender', 'surrender.v.02.cede']
['surrender.v.02.surrender', 'surrender.v.02.deliver']
['surrender.v.02.cede', 'surrender.v.02.deliver']
['accept.v.02.accept', 'accept.v.02.take']
['accept.v.02.accept', 'accept.v.02.have']
['accept.v.02.take', 'accept.v.02.have']
['accept.v.05.accept', 'accept.v.05.admit']
['accept.v.05.accept', 'accept.v.05.take']
['accept.v.05.admit', 'accept.v.05.take']
['refuse.v.02.refuse', 'refuse.v.02.reject']
['refuse.v.02.refuse', 'refuse.v.02.decline']
['refuse.v.02.reject', 'refuse.v.02.decline']
['honor.v.03.honor', 'honor.v.03.honour']
['dishonor.v.03.dishonor', 'dishonor.v.03.dishonour']
['procure.v.01.procure', 'procure.v.01.secure']
['engage.v.08.engage', 'engage.v.08.enlist']
['extort.v.02.extort', 'extort.v.02.squeeze']
['extort.v.02.extort', 'extort.v.02.rack']
['extort.v.02.extort', 'extort.v.02.gouge']
['extort.v.02.extort', 'extort.v.02.wring']
['extort.v.02.squeeze', 'extort.v.02.rack']
['extort.v.02.squeeze', 'extort.v.02.gouge']
['extort.v.02.squeeze', 'extort.v.02.wring']
['extort.v.02.rack', 'extort.v.02.gouge']
['extort.v.02.rack', 'extort.v.02.wring']
['extort.v.02.gouge', 'extort.v.02.wring']
['realize.v.05.realize', 'realize.v.05.realise']
['auction.v.01.auction', 'auction.v.01.auctioneer']
['deal.v.06.deal', 'deal.v.06.sell']
['deal.v.06.deal', 'deal.v.06.trade']
['deal.v.06.sell', 'deal.v.06.trade']
['fetch.v.02.fetch', 'fetch.v.02.bring']
['recover.v.01.recover', 'recover.v.01.retrieve']
['recover.v.01.recover', 'recover.v.01.find']
['recover.v.01.recover', 'recover.v.01.regain']
['recover.v.01.retrieve', 'recover.v.01.find']
['recover.v.01.retrieve', 'recover.v.01.regain']
['recover.v.01.find', 'recover.v.01.regain']
['find.v.01.find', 'find.v.01.happen']
['find.v.01.find', 'find.v.01.chance']
['find.v.01.find', 'find.v.01.bump']
['find.v.01.find', 'find.v.01.encounter']
['find.v.01.happen', 'find.v.01.chance']
['find.v.01.happen', 'find.v.01.bump']
['find.v.01.happen', 'find.v.01.encounter']
['find.v.01.chance', 'find.v.01.bump']
['find.v.01.chance', 'find.v.01.encounter']
['find.v.01.bump', 'find.v.01.encounter']
['recover.v.04.recover', 'recover.v.04.recoup']
['recover.v.04.recover', 'recover.v.04.recuperate']
['recover.v.04.recoup', 'recover.v.04.recuperate']
['recoup.v.01.recoup', 'recoup.v.01.reimburse']
['compensate.v.06.compensate', 'compensate.v.06.recompense']
['compensate.v.06.compensate', 'compensate.v.06.remunerate']
['compensate.v.06.recompense', 'compensate.v.06.remunerate']
['compensate.v.02.compensate', 'compensate.v.02.recompense']
['compensate.v.02.compensate', 'compensate.v.02.repair']
['compensate.v.02.compensate', 'compensate.v.02.indemnify']
['compensate.v.02.recompense', 'compensate.v.02.repair']
['compensate.v.02.recompense', 'compensate.v.02.indemnify']
['compensate.v.02.repair', 'compensate.v.02.indemnify']
['pay.v.05.pay', 'pay.v.05.compensate']
['accord.v.02.accord', 'accord.v.02.allot']
['accord.v.02.accord', 'accord.v.02.grant']
['accord.v.02.allot', 'accord.v.02.grant']
['allow.v.03.allow', 'allow.v.03.grant']
['prize.v.01.prize', 'prize.v.01.value']
['prize.v.01.prize', 'prize.v.01.treasure']
['prize.v.01.prize', 'prize.v.01.appreciate']
['prize.v.01.value', 'prize.v.01.treasure']
['prize.v.01.value', 'prize.v.01.appreciate']
['prize.v.01.treasure', 'prize.v.01.appreciate']
['ransom.v.01.ransom', 'ransom.v.01.redeem']
['exchange.v.01.exchange', 'exchange.v.01.change']
['exchange.v.01.exchange', 'exchange.v.01.interchange']
['exchange.v.01.change', 'exchange.v.01.interchange']
['substitute.v.01.substitute', 'substitute.v.01.replace']
['substitute.v.01.substitute', 'substitute.v.01.interchange']
['substitute.v.01.substitute', 'substitute.v.01.exchange']
['substitute.v.01.replace', 'substitute.v.01.interchange']
['substitute.v.01.replace', 'substitute.v.01.exchange']
['substitute.v.01.interchange', 'substitute.v.01.exchange']
['substitute.v.02.substitute', 'substitute.v.02.sub']
['trade.v.04.trade', 'trade.v.04.swap']
['trade.v.04.trade', 'trade.v.04.swop']
['trade.v.04.trade', 'trade.v.04.switch']
['trade.v.04.swap', 'trade.v.04.swop']
['trade.v.04.swap', 'trade.v.04.switch']
['trade.v.04.swop', 'trade.v.04.switch']
['haggle.v.01.haggle', 'haggle.v.01.chaffer']
['haggle.v.01.haggle', 'haggle.v.01.huckster']
['haggle.v.01.chaffer', 'haggle.v.01.huckster']
['dicker.v.01.dicker', 'dicker.v.01.bargain']
['trade.v.01.trade', 'trade.v.01.merchandise']
['award.v.01.award', 'award.v.01.present']
['award.v.02.award', 'award.v.02.grant']
['present.v.04.present', 'present.v.04.submit']
['confer.v.02.confer', 'confer.v.02.bestow']
['lavish.v.01.lavish', 'lavish.v.01.shower']
['account.v.02.account', 'account.v.02.calculate']
['spend.v.02.spend', 'spend.v.02.expend']
['spend.v.02.spend', 'spend.v.02.drop']
['spend.v.02.expend', 'spend.v.02.drop']
['take.v.02.take', 'take.v.02.occupy']
['waste.v.01.waste', 'waste.v.01.blow']
['waste.v.01.waste', 'waste.v.01.squander']
['waste.v.01.blow', 'waste.v.01.squander']
['splurge.v.01.splurge', 'splurge.v.01.fling']
['conserve.v.03.conserve', 'conserve.v.03.husband']
['conserve.v.03.conserve', 'conserve.v.03.economize']
['conserve.v.03.conserve', 'conserve.v.03.economise']
['conserve.v.03.husband', 'conserve.v.03.economize']
['conserve.v.03.husband', 'conserve.v.03.economise']
['conserve.v.03.economize', 'conserve.v.03.economise']
['rationalize.v.03.rationalize', 'rationalize.v.03.rationalise']
['scrounge.v.01.scrounge', 'scrounge.v.01.forage']
['schnorr.v.01.schnorr', 'schnorr.v.01.scrounge']
['schnorr.v.01.schnorr', 'schnorr.v.01.cadge']
['schnorr.v.01.scrounge', 'schnorr.v.01.cadge']
['mooch.v.01.mooch', 'mooch.v.01.bum']
['mooch.v.01.mooch', 'mooch.v.01.cadge']
['mooch.v.01.mooch', 'mooch.v.01.grub']
['mooch.v.01.mooch', 'mooch.v.01.sponge']
['mooch.v.01.bum', 'mooch.v.01.cadge']
['mooch.v.01.bum', 'mooch.v.01.grub']
['mooch.v.01.bum', 'mooch.v.01.sponge']
['mooch.v.01.cadge', 'mooch.v.01.grub']
['mooch.v.01.cadge', 'mooch.v.01.sponge']
['mooch.v.01.grub', 'mooch.v.01.sponge']
['invest.v.01.invest', 'invest.v.01.put']
['invest.v.01.invest', 'invest.v.01.commit']
['invest.v.01.invest', 'invest.v.01.place']
['invest.v.01.put', 'invest.v.01.commit']
['invest.v.01.put', 'invest.v.01.place']
['invest.v.01.commit', 'invest.v.01.place']
['speculate.v.04.speculate', 'speculate.v.04.job']
['appropriate.v.02.appropriate', 'appropriate.v.02.capture']
['appropriate.v.02.appropriate', 'appropriate.v.02.seize']
['appropriate.v.02.appropriate', 'appropriate.v.02.conquer']
['appropriate.v.02.capture', 'appropriate.v.02.seize']
['appropriate.v.02.capture', 'appropriate.v.02.conquer']
['appropriate.v.02.seize', 'appropriate.v.02.conquer']
['impound.v.01.impound', 'impound.v.01.attach']
['impound.v.01.impound', 'impound.v.01.sequester']
['impound.v.01.impound', 'impound.v.01.confiscate']
['impound.v.01.impound', 'impound.v.01.seize']
['impound.v.01.attach', 'impound.v.01.sequester']
['impound.v.01.attach', 'impound.v.01.confiscate']
['impound.v.01.attach', 'impound.v.01.seize']
['impound.v.01.sequester', 'impound.v.01.confiscate']
['impound.v.01.sequester', 'impound.v.01.seize']
['impound.v.01.confiscate', 'impound.v.01.seize']
['garnishee.v.01.garnishee', 'garnishee.v.01.garnish']
['assume.v.06.assume', 'assume.v.06.usurp']
['assume.v.06.assume', 'assume.v.06.seize']
['assume.v.06.assume', 'assume.v.06.arrogate']
['assume.v.06.usurp', 'assume.v.06.seize']
['assume.v.06.usurp', 'assume.v.06.arrogate']
['assume.v.06.seize', 'assume.v.06.arrogate']
['claim.v.02.claim', 'claim.v.02.arrogate']
['reclaim.v.01.reclaim', 'reclaim.v.01.repossess']
['arrogate.v.02.arrogate', 'arrogate.v.02.assign']
['pilfer.v.01.pilfer', 'pilfer.v.01.cabbage']
['pilfer.v.01.pilfer', 'pilfer.v.01.purloin']
['pilfer.v.01.pilfer', 'pilfer.v.01.pinch']
['pilfer.v.01.pilfer', 'pilfer.v.01.abstract']
['pilfer.v.01.pilfer', 'pilfer.v.01.snarf']
['pilfer.v.01.pilfer', 'pilfer.v.01.swipe']
['pilfer.v.01.pilfer', 'pilfer.v.01.hook']
['pilfer.v.01.pilfer', 'pilfer.v.01.sneak']
['pilfer.v.01.pilfer', 'pilfer.v.01.filch']
['pilfer.v.01.pilfer', 'pilfer.v.01.nobble']
['pilfer.v.01.pilfer', 'pilfer.v.01.lift']
['pilfer.v.01.cabbage', 'pilfer.v.01.purloin']
['pilfer.v.01.cabbage', 'pilfer.v.01.pinch']
['pilfer.v.01.cabbage', 'pilfer.v.01.abstract']
['pilfer.v.01.cabbage', 'pilfer.v.01.snarf']
['pilfer.v.01.cabbage', 'pilfer.v.01.swipe']
['pilfer.v.01.cabbage', 'pilfer.v.01.hook']
['pilfer.v.01.cabbage', 'pilfer.v.01.sneak']
['pilfer.v.01.cabbage', 'pilfer.v.01.filch']
['pilfer.v.01.cabbage', 'pilfer.v.01.nobble']
['pilfer.v.01.cabbage', 'pilfer.v.01.lift']
['pilfer.v.01.purloin', 'pilfer.v.01.pinch']
['pilfer.v.01.purloin', 'pilfer.v.01.abstract']
['pilfer.v.01.purloin', 'pilfer.v.01.snarf']
['pilfer.v.01.purloin', 'pilfer.v.01.swipe']
['pilfer.v.01.purloin', 'pilfer.v.01.hook']
['pilfer.v.01.purloin', 'pilfer.v.01.sneak']
['pilfer.v.01.purloin', 'pilfer.v.01.filch']
['pilfer.v.01.purloin', 'pilfer.v.01.nobble']
['pilfer.v.01.purloin', 'pilfer.v.01.lift']
['pilfer.v.01.pinch', 'pilfer.v.01.abstract']
['pilfer.v.01.pinch', 'pilfer.v.01.snarf']
['pilfer.v.01.pinch', 'pilfer.v.01.swipe']
['pilfer.v.01.pinch', 'pilfer.v.01.hook']
['pilfer.v.01.pinch', 'pilfer.v.01.sneak']
['pilfer.v.01.pinch', 'pilfer.v.01.filch']
['pilfer.v.01.pinch', 'pilfer.v.01.nobble']
['pilfer.v.01.pinch', 'pilfer.v.01.lift']
['pilfer.v.01.abstract', 'pilfer.v.01.snarf']
['pilfer.v.01.abstract', 'pilfer.v.01.swipe']
['pilfer.v.01.abstract', 'pilfer.v.01.hook']
['pilfer.v.01.abstract', 'pilfer.v.01.sneak']
['pilfer.v.01.abstract', 'pilfer.v.01.filch']
['pilfer.v.01.abstract', 'pilfer.v.01.nobble']
['pilfer.v.01.abstract', 'pilfer.v.01.lift']
['pilfer.v.01.snarf', 'pilfer.v.01.swipe']
['pilfer.v.01.snarf', 'pilfer.v.01.hook']
['pilfer.v.01.snarf', 'pilfer.v.01.sneak']
['pilfer.v.01.snarf', 'pilfer.v.01.filch']
['pilfer.v.01.snarf', 'pilfer.v.01.nobble']
['pilfer.v.01.snarf', 'pilfer.v.01.lift']
['pilfer.v.01.swipe', 'pilfer.v.01.hook']
['pilfer.v.01.swipe', 'pilfer.v.01.sneak']
['pilfer.v.01.swipe', 'pilfer.v.01.filch']
['pilfer.v.01.swipe', 'pilfer.v.01.nobble']
['pilfer.v.01.swipe', 'pilfer.v.01.lift']
['pilfer.v.01.hook', 'pilfer.v.01.sneak']
['pilfer.v.01.hook', 'pilfer.v.01.filch']
['pilfer.v.01.hook', 'pilfer.v.01.nobble']
['pilfer.v.01.hook', 'pilfer.v.01.lift']
['pilfer.v.01.sneak', 'pilfer.v.01.filch']
['pilfer.v.01.sneak', 'pilfer.v.01.nobble']
['pilfer.v.01.sneak', 'pilfer.v.01.lift']
['pilfer.v.01.filch', 'pilfer.v.01.nobble']
['pilfer.v.01.filch', 'pilfer.v.01.lift']
['pilfer.v.01.nobble', 'pilfer.v.01.lift']
['rustle.v.02.rustle', 'rustle.v.02.lift']
['plagiarize.v.01.plagiarize', 'plagiarize.v.01.plagiarise']
['plagiarize.v.01.plagiarize', 'plagiarize.v.01.lift']
['plagiarize.v.01.plagiarise', 'plagiarize.v.01.lift']
['capitalize.v.01.capitalize', 'capitalize.v.01.capitalise']
['conserve.v.02.conserve', 'conserve.v.02.preserve']
['conserve.v.02.conserve', 'conserve.v.02.maintain']
['conserve.v.02.preserve', 'conserve.v.02.maintain']
['run_down.v.06.exhaust', 'run_down.v.06.sap']
['run_down.v.06.exhaust', 'run_down.v.06.tire']
['run_down.v.06.sap', 'run_down.v.06.tire']
['retain.v.03.retain', 'retain.v.03.hold']
['keep_open.v.01.keep', 'keep_open.v.01.save']
['bribe.v.01.bribe', 'bribe.v.01.corrupt']
['bribe.v.01.bribe', 'bribe.v.01.buy']
['bribe.v.01.corrupt', 'bribe.v.01.buy']
['refund.v.01.refund', 'refund.v.01.return']
['refund.v.01.refund', 'refund.v.01.repay']
['refund.v.01.return', 'refund.v.01.repay']
['stock.v.01.stock', 'stock.v.01.carry']
['stock.v.01.stock', 'stock.v.01.stockpile']
['stock.v.01.carry', 'stock.v.01.stockpile']
['find.v.03.find', 'find.v.03.regain']
['fall_upon.v.01.strike', 'fall_upon.v.01.attain']
['fall_upon.v.01.strike', 'fall_upon.v.01.discover']
['fall_upon.v.01.attain', 'fall_upon.v.01.discover']
['foot.v.01.foot', 'foot.v.01.pick']
['pinpoint.v.01.pinpoint', 'pinpoint.v.01.nail']
['acquire.v.05.acquire', 'acquire.v.05.win']
['acquire.v.05.acquire', 'acquire.v.05.gain']
['acquire.v.05.win', 'acquire.v.05.gain']
['gain.v.08.gain', 'gain.v.08.clear']
['gain.v.08.gain', 'gain.v.08.make']
['gain.v.08.gain', 'gain.v.08.earn']
['gain.v.08.gain', 'gain.v.08.realize']
['gain.v.08.gain', 'gain.v.08.realise']
['gain.v.08.clear', 'gain.v.08.make']
['gain.v.08.clear', 'gain.v.08.earn']
['gain.v.08.clear', 'gain.v.08.realize']
['gain.v.08.clear', 'gain.v.08.realise']
['gain.v.08.make', 'gain.v.08.earn']
['gain.v.08.make', 'gain.v.08.realize']
['gain.v.08.make', 'gain.v.08.realise']
['gain.v.08.earn', 'gain.v.08.realize']
['gain.v.08.earn', 'gain.v.08.realise']
['gain.v.08.realize', 'gain.v.08.realise']
['earn.v.02.earn', 'earn.v.02.garner']
['profit.v.01.profit', 'profit.v.01.gain']
['profit.v.01.profit', 'profit.v.01.benefit']
['profit.v.01.gain', 'profit.v.01.benefit']
['net.v.01.net', 'net.v.01.sack']
['net.v.01.net', 'net.v.01.clear']
['net.v.01.sack', 'net.v.01.clear']
['net.v.02.net', 'net.v.02.clear']
['yield.v.10.yield', 'yield.v.10.pay']
['yield.v.10.yield', 'yield.v.10.bear']
['yield.v.10.pay', 'yield.v.10.bear']
['derive.v.02.derive', 'derive.v.02.gain']
['pocket.v.02.pocket', 'pocket.v.02.bag']
['embezzle.v.01.embezzle', 'embezzle.v.01.misappropriate']
['reap.v.02.reap', 'reap.v.02.draw']
['hand_over.v.01.deliver', 'hand_over.v.01.render']
['share.v.04.share', 'share.v.04.apportion']
['share.v.04.share', 'share.v.04.deal']
['share.v.04.apportion', 'share.v.04.deal']
['distribute.v.01.distribute', 'distribute.v.01.administer']
['distribute.v.01.distribute', 'distribute.v.01.deal']
['distribute.v.01.distribute', 'distribute.v.01.lot']
['distribute.v.01.distribute', 'distribute.v.01.dispense']
['distribute.v.01.distribute', 'distribute.v.01.allot']
['distribute.v.01.administer', 'distribute.v.01.deal']
['distribute.v.01.administer', 'distribute.v.01.lot']
['distribute.v.01.administer', 'distribute.v.01.dispense']
['distribute.v.01.administer', 'distribute.v.01.allot']
['distribute.v.01.deal', 'distribute.v.01.lot']
['distribute.v.01.deal', 'distribute.v.01.dispense']
['distribute.v.01.deal', 'distribute.v.01.allot']
['distribute.v.01.lot', 'distribute.v.01.dispense']
['distribute.v.01.lot', 'distribute.v.01.allot']
['distribute.v.01.dispense', 'distribute.v.01.allot']
['partake.v.02.partake', 'partake.v.02.share']
['impart.v.01.impart', 'impart.v.01.leave']
['impart.v.01.impart', 'impart.v.01.give']
['impart.v.01.leave', 'impart.v.01.give']
['offer.v.02.offer', 'offer.v.02.proffer']
['offer.v.05.offer', 'offer.v.05.extend']
['extend.v.04.extend', 'extend.v.04.offer']
['offer.v.07.offer', 'offer.v.07.bid']
['offer.v.07.offer', 'offer.v.07.tender']
['offer.v.07.bid', 'offer.v.07.tender']
['pledge.v.02.pledge', 'pledge.v.02.subscribe']
['bid.v.04.bid', 'bid.v.04.call']
['bear.v.06.bear', 'bear.v.06.accept']
['bear.v.06.bear', 'bear.v.06.assume']
['bear.v.06.accept', 'bear.v.06.assume']
['bear.v.11.bear', 'bear.v.11.hold']
['peddle.v.01.peddle', 'peddle.v.01.monger']
['peddle.v.01.peddle', 'peddle.v.01.huckster']
['peddle.v.01.peddle', 'peddle.v.01.hawk']
['peddle.v.01.peddle', 'peddle.v.01.vend']
['peddle.v.01.peddle', 'peddle.v.01.pitch']
['peddle.v.01.monger', 'peddle.v.01.huckster']
['peddle.v.01.monger', 'peddle.v.01.hawk']
['peddle.v.01.monger', 'peddle.v.01.vend']
['peddle.v.01.monger', 'peddle.v.01.pitch']
['peddle.v.01.huckster', 'peddle.v.01.hawk']
['peddle.v.01.huckster', 'peddle.v.01.vend']
['peddle.v.01.huckster', 'peddle.v.01.pitch']
['peddle.v.01.hawk', 'peddle.v.01.vend']
['peddle.v.01.hawk', 'peddle.v.01.pitch']
['peddle.v.01.vend', 'peddle.v.01.pitch']
['forfeit.v.01.forfeit', 'forfeit.v.01.waive']
['forfeit.v.01.forfeit', 'forfeit.v.01.forgo']
['forfeit.v.01.forfeit', 'forfeit.v.01.forego']
