('abience.n.01.abience', 'adience.n.01.adience')
('obtrusive.a.01.obtrusive', 'unobtrusive.a.01.unnoticeable')
('obtrusive.a.01.noticeable', 'unobtrusive.a.01.unobtrusive')
('obtrusive.a.01.noticeable', 'unobtrusive.a.01.unnoticeable')
('obvious.a.01.obvious', 'unobvious.a.01.unobvious')
('occupied.a.01.occupied', 'unoccupied.a.01.unoccupied')
('occupied.a.02.occupied', 'unoccupied.a.02.unoccupied')
('odorless.a.01.odorless', 'odorous.a.01.odorous')
('odorless.a.01.odourless', 'odorous.a.01.odorous')
('odorless.a.01.inodorous', 'odorous.a.01.odorous')
('off-line.a.01.off-line', 'on-line.a.01.on-line')
('off-line.a.01.off-line', 'on-line.a.01.online')
('off-line.a.02.off-line', 'on-line.a.02.on-line')
('off-line.a.02.off-line', 'on-line.a.02.online')
('off-site.a.01.off-site', 'on-site.a.01.on-site')
('off-street.a.01.off-street', 'on-street.a.01.on-street')
('off.a.01.off', 'on.a.01.on')
('off.a.03.off', 'on.a.02.on')
('off.a.03.cancelled', 'on.a.02.on')
('offending.a.01.offending', 'unoffending.a.01.unoffending')
('official.a.01.official', 'unofficial.a.01.unofficial')
('offside.a.01.offside', 'onside.a.01.onside')
('offside.a.01.offsides', 'onside.a.01.onside')
('offstage.a.01.offstage', 'onstage.a.01.onstage')
('oiled.a.01.oiled', 'unoiled.a.01.unoiled')
('old.a.01.old', 'young.a.01.young')
('old.a.01.old', 'young.a.01.immature')
('oleophilic.a.01.oleophilic', 'oleophobic.a.01.oleophobic')
('one-piece.a.01.one-piece', 'three-piece.a.01.three-piece')
('one-piece.a.01.one-piece', 'two-piece.a.01.two-piece')
('open.a.01.open', 'shut.a.01.shut')
('open.a.01.open', 'shut.a.01.unopen')
('open.a.01.open', 'shut.a.01.closed')
('open.a.01.unfastened', 'shut.a.01.shut')
('open.a.01.unfastened', 'shut.a.01.unopen')
('open.a.01.unfastened', 'shut.a.01.closed')
('opisthognathous.a.01.opisthognathous', 'prognathous.a.01.prognathous')
('opisthognathous.a.01.opisthognathous', 'prognathous.a.01.prognathic')
('opisthognathous.a.01.opisthognathous', 'prognathous.a.01.hypognathous')
('opposable.a.01.opposable', 'unopposable.a.01.unopposable')
('opposable.a.01.apposable', 'unopposable.a.01.unopposable')
('opposed.a.01.opposed', 'unopposed.a.01.unopposed')
('optimistic.a.01.optimistic', 'pessimistic.a.01.pessimistic')
('organized.a.01.organized', 'unorganized.a.01.unorganized')
('organized.a.01.organized', 'unorganized.a.01.unorganised')
('oriented.a.01.oriented', 'unoriented.a.01.unoriented')
('oriented.a.01.orientated', 'unoriented.a.01.unoriented')
('original.a.03.original', 'unoriginal.a.01.unoriginal')
('orthodox.a.02.orthodox', 'unorthodox.a.02.unorthodox')
('ostentatious.a.01.ostentatious', 'unostentatious.a.01.unostentatious')
('ostentatious.a.01.ostentatious', 'unostentatious.a.01.unpretentious')
('ostentatious.a.01.ostentatious', 'unostentatious.a.01.unpretending')
('ostentatious.a.01.pretentious', 'unostentatious.a.01.unostentatious')
('ostentatious.a.01.pretentious', 'unostentatious.a.01.unpretentious')
('ostentatious.a.01.pretentious', 'unostentatious.a.01.unpretending')
('other.a.01.other', 'same.a.01.same')
('out.a.01.out', 'safe.a.03.safe')
('overhand.a.01.overhand', 'underhand.a.01.underhand')
('overhand.a.01.overhand', 'underhand.a.01.underhanded')
('overhand.a.01.overhand', 'underhand.a.01.underarm')
('overhand.a.01.overhanded', 'underhand.a.01.underhand')
('overhand.a.01.overhanded', 'underhand.a.01.underhanded')
('overhand.a.01.overhanded', 'underhand.a.01.underarm')
('overhand.a.01.overarm', 'underhand.a.01.underhand')
('overhand.a.01.overarm', 'underhand.a.01.underhanded')
('overhand.a.01.overarm', 'underhand.a.01.underarm')
('overhead.a.01.overhead', 'subsurface.a.01.subsurface')
('overhead.a.01.overhead', 'surface.a.01.surface')
('oviparous.a.01.oviparous', 'ovoviviparous.a.01.ovoviviparous')
('oviparous.a.01.oviparous', 'viviparous.a.01.viviparous')
('oviparous.a.01.oviparous', 'viviparous.a.01.live-bearing')
('owned.a.01.owned', 'unowned.a.01.unowned')
('owned.a.01.owned', 'unowned.a.01.ownerless')
('packaged.a.01.packaged', 'unpackaged.a.01.unpackaged')
('paid.a.01.paid', 'unpaid.a.01.unpaid')
('painful.a.01.painful', 'painless.a.02.painless')
('paintable.a.01.paintable', 'unpaintable.a.01.unpaintable')
('painted.a.01.painted', 'unpainted.a.02.unpainted')
('painted.a.03.painted', 'unpainted.a.01.unpainted')
('palatable.a.01.palatable', 'unpalatable.a.01.unpalatable')
('palatable.a.01.toothsome', 'unpalatable.a.01.unpalatable')
('paradigmatic.a.03.paradigmatic', 'syntagmatic.a.01.syntagmatic')
('pardonable.a.01.pardonable', 'unpardonable.a.01.unpardonable')
('parented.a.01.parented', 'unparented.a.01.unparented')
('parented.a.01.parented', 'unparented.a.01.parentless')
('passing.a.02.passing', 'running.a.03.running')
('passing.a.02.pass', 'running.a.03.running')
('passionate.a.01.passionate', 'passionless.a.01.passionless')
('patriotic.a.01.patriotic', 'unpatriotic.a.01.unpatriotic')
('patriotic.a.01.patriotic', 'unpatriotic.a.01.disloyal')
('patriotic.a.01.loyal', 'unpatriotic.a.01.unpatriotic')
('patriotic.a.01.loyal', 'unpatriotic.a.01.disloyal')
('patronized.a.01.patronized', 'unpatronized.a.01.unpatronized')
('patronized.a.01.patronized', 'unpatronized.a.01.unpatronised')
('patronized.a.01.patronized', 'unpatronized.a.01.patronless')
('patronized.a.01.patronised', 'unpatronized.a.01.unpatronized')
('patronized.a.01.patronised', 'unpatronized.a.01.unpatronised')
('patronized.a.01.patronised', 'unpatronized.a.01.patronless')
('patterned.a.01.patterned', 'plain.a.03.plain')
('patterned.a.01.patterned', 'plain.a.03.unpatterned')
('paved.a.01.paved', 'unpaved.a.01.unpaved')
('peaceful.a.01.peaceful', 'unpeaceful.a.01.unpeaceful')
('peaceful.a.01.peaceable', 'unpeaceful.a.01.unpeaceful')
('pedunculate.a.01.pedunculate', 'sessile.a.02.sessile')
('pedunculate.a.01.pedunculate', 'sessile.a.02.stalkless')
('pedunculate.a.01.stalked', 'sessile.a.02.sessile')
('pedunculate.a.01.stalked', 'sessile.a.02.stalkless')
('perceptive.a.02.perceptive', 'unperceptive.a.01.unperceptive')
('perceptive.a.02.perceptive', 'unperceptive.a.01.unperceiving')
('perinatal.a.01.perinatal', 'postnatal.a.01.postnatal')
('perinatal.a.01.perinatal', 'postnatal.a.01.postpartum')
('perinatal.a.01.perinatal', 'prenatal.a.01.prenatal')
('perinatal.a.01.perinatal', 'prenatal.a.01.antenatal')
('perinatal.a.01.perinatal', 'prenatal.a.01.antepartum')
('permissive.a.01.permissive', 'preventive.a.02.preventive')
('permissive.a.01.permissive', 'preventive.a.02.preventative')
('permissive.a.02.permissive', 'unpermissive.a.01.unpermissive')
('perplexed.a.01.perplexed', 'unperplexed.a.01.unperplexed')
('pigeon-toed.a.01.pigeon-toed', 'splayfooted.a.01.splayfooted')
('pigeon-toed.a.01.pigeon-toed', 'splayfooted.a.01.splayfoot')
('planned.a.01.planned', 'unplanned.a.01.unplanned')
('planted.a.02.planted', 'unplanted.a.01.unplanted')
('playable.a.01.playable', 'unplayable.a.01.unplayable')
('playful.a.01.playful', 'unplayful.a.01.unplayful')
('playful.a.01.playful', 'unplayful.a.01.serious')
('playful.a.01.playful', 'unplayful.a.01.sober')
('pleasant.a.01.pleasant', 'unpleasant.a.01.unpleasant')
('plowed.a.01.plowed', 'unplowed.a.01.unplowed')
('plowed.a.01.plowed', 'unplowed.a.01.unploughed')
('plowed.a.01.plowed', 'unplowed.a.01.unbroken')
('plowed.a.01.ploughed', 'unplowed.a.01.unplowed')
('plowed.a.01.ploughed', 'unplowed.a.01.unploughed')
('plowed.a.01.ploughed', 'unplowed.a.01.unbroken')
('plural.a.01.plural', 'singular.a.04.singular')
('plural.a.02.plural', 'singular.a.05.singular')
('pointed.a.01.pointed', 'pointless.a.01.pointless')
('pointed.a.01.pointed', 'pointless.a.01.unpointed')
('polished.a.01.polished', 'unpolished.a.01.unpolished')
('poor.a.02.poor', 'rich.a.01.rich')
('poor.a.03.poor', 'rich.a.08.rich')
('poor.a.04.poor', 'rich.a.02.rich')
('popular.a.01.popular', 'unpopular.a.01.unpopular')
('portable.a.01.portable', 'unportable.a.01.unportable')
('posed.a.01.posed', 'unposed.a.01.unposed')
('postnuptial.a.01.postnuptial', 'prenuptial.a.01.prenuptial')
('postnuptial.a.01.postnuptial', 'prenuptial.a.01.premarital')
('postnuptial.a.01.postnuptial', 'prenuptial.a.01.antenuptial')
('postprandial.a.01.postprandial', 'preprandial.a.01.preprandial')
('postwar.a.01.postwar', 'prewar.a.01.prewar')
('potted.a.01.potted', 'unpotted.a.01.unpotted')
('powered.a.01.powered', 'unpowered.a.01.unpowered')
('powerful.a.01.powerful', 'powerless.a.01.powerless')
('precedented.a.01.precedented', 'unprecedented.a.01.unprecedented')
('preceding.a.01.preceding', 'succeeding.a.01.succeeding')
('precocious.a.01.precocious', 'retarded.a.01.retarded')
('predictable.a.01.predictable', 'unpredictable.a.01.unpredictable')
('prejudiced.a.02.prejudiced', 'unprejudiced.a.01.unprejudiced')
('prejudiced.a.02.prejudiced', 'unprejudiced.a.01.impartial')
('prejudiced.a.02.discriminatory', 'unprejudiced.a.01.unprejudiced')
('prejudiced.a.02.discriminatory', 'unprejudiced.a.01.impartial')
('premeditated.a.01.premeditated', 'unpremeditated.a.02.unpremeditated')
('prepared.a.01.prepared', 'unprepared.a.01.unprepared')
('presidential.a.02.presidential', 'unpresidential.a.01.unpresidential')
('pretentious.a.01.pretentious', 'unpretentious.a.01.unpretentious')
('preventable.a.01.preventable', 'unpreventable.a.01.unpreventable')
('priestly.a.02.priestly', 'unpriestly.a.01.unpriestly')
('priestly.a.02.priestlike', 'unpriestly.a.01.unpriestly')
('primary.a.01.primary', 'secondary.a.01.secondary')
('principled.a.01.principled', 'unprincipled.a.01.unprincipled')
('printable.a.01.printable', 'unprintable.a.01.unprintable')
('private.a.01.private', 'public.a.01.public')
('privileged.a.01.privileged', 'underprivileged.a.01.underprivileged')
('pro-choice.a.01.pro-choice', 'pro-life.a.01.pro-life')
('proactive.a.01.proactive', 'retroactive.a.01.retroactive')
('processed.a.03.processed', 'unprocessed.a.02.unprocessed')
('productive.a.01.productive', 'unproductive.a.01.unproductive')
('profane.a.02.profane', 'sacred.a.01.sacred')
('profane.a.02.secular', 'sacred.a.01.sacred')
('professional.a.03.professional', 'unprofessional.a.01.unprofessional')
('profitable.a.01.profitable', 'unprofitable.a.01.unprofitable')
('profound.a.01.profound', 'superficial.a.01.superficial')
('progressive.a.01.progressive', 'regressive.a.02.regressive')
('progressive.a.03.progressive', 'regressive.a.01.regressive')
('pronounceable.a.01.pronounceable', 'unpronounceable.a.01.unpronounceable')
('prophetic.a.01.prophetic', 'unprophetic.a.01.unprophetic')
('prophetic.a.01.prophetical', 'unprophetic.a.01.unprophetic')
('propitious.a.01.propitious', 'unpropitious.a.01.unpropitious')
('prospective.a.01.prospective', 'retrospective.a.01.retrospective')
('protected.a.01.protected', 'unprotected.a.01.unprotected')
('protective.a.01.protective', 'unprotective.a.01.unprotective')
('proved.a.01.proved', 'unproved.a.01.unproved')
('proved.a.01.proved', 'unproved.a.01.unproven')
('proved.a.01.proven', 'unproved.a.01.unproved')
('proved.a.01.proven', 'unproved.a.01.unproven')
('provocative.a.01.provocative', 'unprovocative.a.01.unprovocative')
('provocative.a.01.provocative', 'unprovocative.a.01.unprovoking')
('proximate.a.01.proximate', 'ultimate.a.01.ultimate')
('publicized.a.01.publicized', 'suppressed.a.01.suppressed')
('publicized.a.01.publicised', 'suppressed.a.01.suppressed')
('publishable.a.01.publishable', 'unpublishable.a.01.unpublishable')
('published.a.01.published', 'unpublished.a.01.unpublished')
('punctual.a.01.punctual', 'unpunctual.a.01.unpunctual')
('puncturable.a.01.puncturable', 'punctureless.a.01.punctureless')
('punished.a.01.punished', 'unpunished.a.01.unpunished')
('punitive.a.01.punitive', 'rehabilitative.a.01.rehabilitative')
('punitive.a.01.punitory', 'rehabilitative.a.01.rehabilitative')
('purposeful.a.01.purposeful', 'purposeless.a.01.purposeless')
('qualified.a.01.qualified', 'unqualified.a.02.unqualified')
('qualified.a.02.qualified', 'unqualified.a.01.unqualified')
('qualitative.a.01.qualitative', 'quantitative.a.01.quantitative')
('questionable.a.01.questionable', 'unquestionable.a.01.unquestionable')
('quiet.a.01.quiet', 'unquiet.a.01.unquiet')
('radiolucent.a.01.radiolucent', 'radiopaque.a.01.radiopaque')
('radiolucent.a.01.radiolucent', 'radiopaque.a.01.radio-opaque')
('re-entrant.a.01.re-entrant', 'salient.a.02.salient')
('re-entrant.a.01.reentrant', 'salient.a.02.salient')
('reactive.a.01.reactive', 'unreactive.a.01.unreactive')
('ready.a.01.ready', 'unready.a.01.unready')
('real.a.01.real', 'unreal.a.01.unreal')
('real.a.01.existent', 'unreal.a.01.unreal')
('real.a.02.real', 'unreal.a.02.unreal')
('realistic.a.01.realistic', 'unrealistic.a.01.unrealistic')
('reasonable.a.01.reasonable', 'unreasonable.a.01.unreasonable')
('reasonable.a.01.sensible', 'unreasonable.a.01.unreasonable')
('reassuring.a.01.reassuring', 'unreassuring.a.01.unreassuring')
('reassuring.a.01.reassuring', 'unreassuring.a.01.worrisome')
('receptive.a.02.receptive', 'unreceptive.a.01.unreceptive')
('receptive.a.02.open', 'unreceptive.a.01.unreceptive')
('reconstructed.a.01.reconstructed', 'unreconstructed.a.01.unreconstructed')
('recoverable.a.01.recoverable', 'unrecoverable.a.01.unrecoverable')
('recoverable.a.01.recoverable', 'unrecoverable.a.01.irrecoverable')
('refined.a.01.refined', 'unrefined.a.02.unrefined')
('refined.a.02.refined', 'unrefined.a.01.unrefined')
('refined.a.02.refined', 'unrefined.a.01.unprocessed')
('refined.a.02.refined', 'unrefined.a.01.crude')
('refined.a.02.processed', 'unrefined.a.01.unrefined')
('refined.a.02.processed', 'unrefined.a.01.unprocessed')
('refined.a.02.processed', 'unrefined.a.01.crude')
('reflected.a.01.reflected', 'unreflected.a.01.unreflected')
('regenerate.a.01.regenerate', 'unregenerate.a.02.unregenerate')
('regenerate.a.01.regenerate', 'unregenerate.a.02.unregenerated')
('registered.a.01.registered', 'unregistered.a.01.unregistered')
('registered.a.02.registered', 'unregistered.a.02.unregistered')
('regretful.a.01.regretful', 'unregretful.a.01.unregretful')
('regretful.a.01.regretful', 'unregretful.a.01.unregretting')
('regretful.a.01.sorry', 'unregretful.a.01.unregretful')
('regretful.a.01.sorry', 'unregretful.a.01.unregretting')
('regretful.a.01.bad', 'unregretful.a.01.unregretful')
('regretful.a.01.bad', 'unregretful.a.01.unregretting')
('regulated.a.01.regulated', 'unregulated.a.01.unregulated')
('related.a.01.related', 'unrelated.a.01.unrelated')
('related.a.01.related_to', 'unrelated.a.01.unrelated')
('related.a.02.related', 'unrelated.a.02.unrelated')
('relaxed.a.01.relaxed', 'tense.a.01.tense')
('reliable.a.01.reliable', 'unreliable.a.02.unreliable')
('reliable.a.01.reliable', 'unreliable.a.02.undependable')
('reliable.a.01.dependable', 'unreliable.a.02.unreliable')
('reliable.a.01.dependable', 'unreliable.a.02.undependable')
('religious.a.03.religious', 'secular.a.04.secular')
('renewable.a.01.renewable', 'unrenewable.a.01.unrenewable')
('renewable.a.01.renewable', 'unrenewable.a.01.nonrenewable')
('rentable.a.01.rentable', 'unrentable.a.01.unrentable')
('repeatable.a.01.repeatable', 'unrepeatable.a.01.unrepeatable')
('repeatable.a.01.repeatable', 'unrepeatable.a.01.unquotable')
('repeatable.a.01.quotable', 'unrepeatable.a.01.unrepeatable')
('repeatable.a.01.quotable', 'unrepeatable.a.01.unquotable')
('reportable.a.01.reportable', 'unreportable.a.01.unreportable')
('reported.a.01.reported', 'unreported.a.01.unreported')
('reproducible.a.01.reproducible', 'unreproducible.a.01.unreproducible')
('reproducible.a.01.reproducible', 'unreproducible.a.01.irreproducible')
('reproducible.a.01.consistent', 'unreproducible.a.01.unreproducible')
('reproducible.a.01.consistent', 'unreproducible.a.01.irreproducible')
('requested.a.01.requested', 'unrequested.a.01.unrequested')
('resentful.a.01.resentful', 'unresentful.a.01.unresentful')
('reserved.a.01.reserved', 'unreserved.a.01.unreserved')
('reserved.a.02.reserved', 'unreserved.a.02.unreserved')
('respectable.a.01.respectable', 'unrespectable.a.01.unrespectable')
('responsive.a.02.responsive', 'unresponsive.a.01.unresponsive')
('rested.a.01.rested', 'tired.a.01.tired')
('restful.a.01.restful', 'restless.a.03.restless')
('restful.a.01.restful', 'restless.a.03.uneasy')
('restful.a.01.reposeful', 'restless.a.03.restless')
('restful.a.01.reposeful', 'restless.a.03.uneasy')
('restful.a.01.relaxing', 'restless.a.03.restless')
('restful.a.01.relaxing', 'restless.a.03.uneasy')
('restrained.a.02.restrained', 'unrestrained.a.01.unrestrained')
('restricted.a.01.restricted', 'unrestricted.a.01.unrestricted')
('restrictive.a.01.restrictive', 'unrestrictive.a.01.unrestrictive')
('retentive.a.01.retentive', 'unretentive.a.01.unretentive')
('retentive.a.01.retentive', 'unretentive.a.01.forgetful')
('retentive.a.01.retentive', 'unretentive.a.01.short')
('retentive.a.01.recollective', 'unretentive.a.01.unretentive')
('retentive.a.01.recollective', 'unretentive.a.01.forgetful')
('retentive.a.01.recollective', 'unretentive.a.01.short')
('retentive.a.01.long', 'unretentive.a.01.unretentive')
('retentive.a.01.long', 'unretentive.a.01.forgetful')
('retentive.a.01.long', 'unretentive.a.01.short')
('retentive.a.01.tenacious', 'unretentive.a.01.unretentive')
('retentive.a.01.tenacious', 'unretentive.a.01.forgetful')
('retentive.a.01.tenacious', 'unretentive.a.01.short')
('reverberant.a.01.reverberant', 'unreverberant.a.01.unreverberant')
('reverberant.a.01.reverberant', 'unreverberant.a.01.nonresonant')
('revived.a.01.revived', 'unrevived.a.01.unrevived')
('revived.a.01.revived', 'unrevived.a.01.unrenewed')
('rewarding.a.01.rewarding', 'unrewarding.a.01.unrewarding')
('rh-negative.a.01.rh-negative', 'rh-positive.a.01.rh-positive')
('rhetorical.a.02.rhetorical', 'unrhetorical.a.01.unrhetorical')
('rhymed.a.01.rhymed', 'unrhymed.a.01.unrhymed')
('rhymed.a.01.rhymed', 'unrhymed.a.01.unrimed')
('rhymed.a.01.rhymed', 'unrhymed.a.01.rhymeless')
('rhymed.a.01.rhymed', 'unrhymed.a.01.rimeless')
('rhymed.a.01.rhyming', 'unrhymed.a.01.unrhymed')
('rhymed.a.01.rhyming', 'unrhymed.a.01.unrimed')
('rhymed.a.01.rhyming', 'unrhymed.a.01.rhymeless')
('rhymed.a.01.rhyming', 'unrhymed.a.01.rimeless')
('rhymed.a.01.riming', 'unrhymed.a.01.unrhymed')
('rhymed.a.01.riming', 'unrhymed.a.01.unrimed')
('rhymed.a.01.riming', 'unrhymed.a.01.rhymeless')
('rhymed.a.01.riming', 'unrhymed.a.01.rimeless')
('rhythmical.a.01.rhythmical', 'unrhythmical.a.01.unrhythmical')
('rhythmical.a.01.rhythmical', 'unrhythmical.a.01.unrhythmic')
('rhythmical.a.01.rhythmic', 'unrhythmical.a.01.unrhythmical')
('rhythmical.a.01.rhythmic', 'unrhythmical.a.01.unrhythmic')
('ribbed.a.01.ribbed', 'ribless.a.01.ribless')
('rifled.a.01.rifled', 'unrifled.a.01.unrifled')
('rifled.a.01.rifled', 'unrifled.a.01.smoothbore')
('rigged.a.01.rigged', 'unrigged.a.01.unrigged')
('right.a.04.right', 'wrong.a.02.wrong')
('right.a.05.right', 'wrong.a.05.wrong')
('right.a.05.correct', 'wrong.a.05.wrong')
('righteous.a.01.righteous', 'unrighteous.a.01.unrighteous')
('rimless.a.01.rimless', 'rimmed.a.01.rimmed')
('roofed.a.01.roofed', 'roofless.a.01.roofless')
('rough.a.01.rough', 'smooth.a.01.smooth')
('rough.a.01.unsmooth', 'smooth.a.01.smooth')
('rough.a.08.rough', 'smooth.a.03.smooth')
('rough.a.09.rough', 'smooth.a.06.smooth')
('rough.a.09.rocky', 'smooth.a.06.smooth')
('rough.a.09.bumpy', 'smooth.a.06.smooth')
